# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-89.99852545708295,-90.0,0.004300737118833536,232.51828055726975,0.0,0.0
 0.06935893865910281,0.012026655929792967,0.17339734664775705,2.5000000000000004,-89.99852545708295,-90.0,0.004300737118833536,232.51828055726975,0.0,0.0
 0.09792998334481778,0.02397570409479072,0.4182223050098014,8.56898867560319,-89.99557148154292,-90.0,0.004332352047163598,230.8215004490927,0.1033905330564039,3.6187172780593975
 0.11974536511739446,0.035847381167745274,0.5441883711555305,5.774185730917462,-89.99261502658261,-90.0,0.004364102969544884,229.14216437571505,0.13552157790025782,1.4728619090335922
 0.13804625865392856,0.04764192382086836,0.6444790594283077,5.480097901917564,-89.98965622138779,-90.0,0.004395985231167847,227.48029108695113,0.16167544983012824,1.4291035504719716
 0.15409032250706486,0.05935956872582815,0.7303414529024833,5.351661166406484,-89.98669519881382,-90.0,0.0044279899614594305,225.83610367319076,0.1845556463176671,1.4260848558681247
 0.16852365122290033,0.07100055255374439,0.8065349343249131,5.278995782783939,-89.98373209551069,-90.0,0.004460121741329534,224.20912656565878,0.20529590654155205,1.436969990237238
 0.18173069303250408,0.08256511197518557,0.8756358606385111,5.232127474855872,-89.98076705201247,-90.0,0.004492367186184708,222.5997917256811,0.22450474080201366,1.4544388166086912
 0.1939623506355451,0.09405348366016535,0.9392326091701226,5.199356505515676,-89.97780021283366,-90.0,0.004524722399669851,221.00803356974242,0.2425541390280039,1.475629780668716
 0.20539318808386778,0.1054659042781377,0.9983888467985321,5.175144681730195,-89.97483172660347,-90.0,0.0045571811785112765,219.43389144047075,0.259691054450151,1.499182846368068
 0.2161505128358431,0.11680261049799494,1.0538592522992776,5.156524208359483,-89.97186174609234,-90.0,0.0045897348671075896,217.87750904012267,0.27608913736486024,1.5243644021900618
 0.2263305891726176,0.1280638389880605,1.1062027550211493,5.141759353295422,-89.96889042842803,-90.0,0.004622380697288659,216.33873657065246,0.2918757744054664,1.5507385719278524
 0.23600832732434712,0.1392498264160904,1.1558472912424118,5.129766422993223,-89.96591793511888,-90.0,0.00465510927474529,214.81772843124423,0.30714752378742805,1.57802878550009
 0.245243397015507,0.15036080944926392,1.2031293108496341,5.1198335463003986,-89.96294443223192,-90.0,0.004687910683118151,213.31464432570053,0.3219794745877053,1.6060464399608032
 0.25408425748494057,0.1613970247541839,1.2483191362511195,5.11147365776496,-89.95997009045792,-90.0,0.004720781085605093,211.8293523606218,0.3364312539822091,1.634657559009045
 0.2625709115624736,0.17235870899687075,1.2916379226185322,5.104342179103526,-89.95699508527866,-90.0,0.004753707470640234,210.36212391616078,0.35055101245664544,1.6637603401104766
 0.27073684554767125,0.18324609884275894,1.3332693927753638,5.098188429186028,-89.95401959708424,-90.0,0.004786685189507063,208.91284060044498,0.3643781837825126,1.6932749335142276
 0.27861043121656015,0.19405943095669392,1.3733681919105765,5.092825660569875,-89.95104381124615,-90.0,0.004819700136024288,207.4817876169549,0.37794544483823844,1.7231362718684242
 0.2862159618210893,0.20479894200292809,1.4120659825941226,5.088111888012286,-89.94806791836706,-90.0,0.004852744426539182,206.06896059291694,0.39128011362029136,1.7532857962746153
 0.29357443256872084,0.21546486864511596,1.4494759859745228,5.083937228729399,-89.94509211427737,-90.0,0.004885809752162767,204.6743632531613,0.4044052346961276,1.7836751039692431
 0.30070413867874296,0.22605744754631163,1.485696428118663,5.080215311150879,-89.94211660031725,-90.0,0.004918882560686321,203.29820597718688,0.4173403383248159,1.8142548134635756
 0.3076211406057551,0.2365769153689643,1.5208131982112505,5.076877303655247,-89.93914158332497,-90.0,0.004951950991684391,201.94060920216276,0.43010209100399965,1.8449832476331807
 0.31433963082940347,0.24702350877491416,1.554901928587902,5.073867675904722,-89.93616727596267,-90.0,0.004985002544314026,200.6017030303457,0.4427047243181599,1.8758132995118788
 0.3208722265484438,0.2573974644253896,1.5880296434446188,5.071141133096723,-89.93319389671177,-90.0,0.00501802905072229,199.28142900170357,0.45516045669654065,1.9067049170173798
 0.3272302058068612,0.26769901898100185,1.6202560808882642,5.0686603610699725,-89.93022167012703,-90.0,0.005051009227441497,197.98023622034307,0.46747975479977555,1.9376121881689325
 0.3334236998785441,0.27792840910174366,1.6516347642135174,5.06639434252771,-89.92725082697049,-90.0,0.0050839360701004765,196.69798876527503,0.4796715912135252,1.9684908506640266
 0.3394618514336959,0.28808587144698167,1.6822138782806093,5.0643170824358545,-89.92428160436901,-90.0,0.005116789165586156,195.43506047223357,0.4917436361714788,1.9992947920715294
 0.3453529456515215,0.29817164267545704,1.7120369927130394,5.062406631044795,-89.92131424599617,-90.0,0.005149557590356313,194.19143925542681,0.5037024130192439,2.029975485976697
 0.35110451973466683,0.30818595944527777,1.7411436634654807,5.060644326522167,-89.9183490022806,-90.0,0.0051822217861164895,192.9674261875602,0.5155534246282298,2.060481433024516
 0.3567234550258326,0.31812905841391814,1.7695699369012483,5.059014201580189,-89.91538613049234,-90.0,0.0052147665961469495,191.7631367698936,0.5273012830246874,2.0907623575818555
 0.3622160549938182,0.328001176238212,1.7973487750491335,5.057502514255174,-89.91242589507338,-90.0,0.005247173292383753,190.57880200974023,0.5389497571662815,2.1207577849267585
